City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
260,Faanui,-16.4833,-151.75,80.2,74,100,6.98,PF,2022-05-19 00:57:10
261,Flin Flon,54.7682,-101.865,54.37,41,99,4.0,CA,2022-05-19 00:55:59
262,Garowe,8.4054,48.4845,78.12,63,78,19.82,SO,2022-05-19 00:57:10
263,Ust-Tsilma,65.441,52.1498,35.2,80,100,3.47,RU,2022-05-19 00:57:11
264,Bonthe,7.5264,-12.505,79.57,86,100,6.38,SL,2022-05-19 00:57:11
265,Verkhoyansk,67.5447,133.385,41.94,69,56,3.6,RU,2022-05-19 00:57:12
266,Te Anau,-45.4167,167.7167,48.74,81,100,12.3,NZ,2022-05-19 00:57:12
267,Hambantota,6.1241,81.1185,77.34,100,40,11.5,LK,2022-05-19 00:57:12
268,Lagoa,39.05,-27.9833,57.88,90,100,32.06,PT,2022-05-19 00:57:13
269,Bath,51.3779,-2.3591,56.75,96,82,3.89,GB,2022-05-19 00:53:49
270,Kenai,60.5544,-151.2583,63.03,48,85,6.85,US,2022-05-19 00:56:15
271,Quatre Cocos,-20.2078,57.7625,75.31,73,29,15.68,MU,2022-05-19 00:57:14
272,Bandarbeyla,9.4942,50.8122,82.27,68,92,19.3,SO,2022-05-19 00:58:14
273,Marrakesh,31.6315,-8.0083,73.47,53,0,3.44,MA,2022-05-19 00:57:07
274,Sosnovo-Ozerskoye,52.5249,111.5418,63.88,38,48,11.56,RU,2022-05-19 00:58:15
275,Belyy Yar,53.6039,91.3903,62.49,55,0,0.0,RU,2022-05-19 00:58:15
276,Dubrovytsya,51.5744,26.565,41.2,89,1,6.53,UA,2022-05-19 00:58:16
277,Mittagong,-34.45,150.45,56.19,52,0,4.18,AU,2022-05-19 00:56:00
278,Gat,31.61,34.7642,68.4,81,0,2.06,IL,2022-05-19 00:58:16
279,Marabba,12.35,32.1833,90.12,36,0,6.6,SD,2022-05-19 00:58:17
280,Matara,5.9485,80.5353,79.02,90,18,11.95,LK,2022-05-19 00:58:17
281,Mitchell,43.7094,-98.0298,72.73,60,98,1.99,US,2022-05-19 00:58:18
282,Makasar,-5.14,119.4221,82.45,83,20,3.44,ID,2022-05-19 00:54:32
283,Shimoda,34.6667,138.95,73.11,62,13,1.86,JP,2022-05-19 00:58:19
284,Salamiyah,35.0113,37.0532,61.68,59,0,4.23,SY,2022-05-19 00:58:19
285,Saldanha,-33.0117,17.9442,59.05,75,0,11.16,ZA,2022-05-19 00:58:19
286,Lincoln,40.8,-96.667,80.67,100,4,1.61,US,2022-05-19 00:54:21
287,Lahij,13.1667,44.5833,83.05,38,15,4.94,YE,2022-05-19 00:58:20
288,Verkhnyaya Tura,58.3594,59.8175,44.89,92,100,5.73,RU,2022-05-19 00:58:20
289,Bure,10.7,37.0667,61.32,66,50,3.09,ET,2022-05-19 00:58:21
290,Vao,-22.6667,167.4833,75.43,81,3,17.05,NC,2022-05-19 00:58:21
291,Tocache,-8.1842,-76.5125,68.04,93,100,0.56,PE,2022-05-19 00:58:22
292,Karpogory,64.0019,44.4451,33.44,95,100,4.27,RU,2022-05-19 00:58:22
293,Koregaon,18.65,74.0833,77.4,67,89,9.71,IN,2022-05-19 00:58:23
294,Bredasdorp,-34.5322,20.0403,58.3,73,100,14.41,ZA,2022-05-19 00:58:23
295,Poum,-20.2333,164.0167,77.74,72,10,3.83,NC,2022-05-19 00:58:24
296,Tucuma,-0.1833,-50.05,75.33,95,100,4.76,BR,2022-05-19 00:58:24
297,Calama,-22.4667,-68.9333,57.69,6,0,4.61,CL,2022-05-19 00:58:24
298,Biak,-0.9131,122.8766,77.59,87,100,4.74,ID,2022-05-19 00:58:25
299,Konstantinovo,54.6628,29.2699,39.87,72,100,7.25,BY,2022-05-19 00:58:25
300,Talnakh,69.4865,88.3972,31.21,92,100,6.98,RU,2022-05-19 00:58:26
301,Omboue,-1.5746,9.2618,77.95,83,100,10.09,GA,2022-05-19 00:58:26
302,Pangody,65.85,74.4859,43.83,74,100,15.48,RU,2022-05-19 00:58:26
303,Saint Anthony,45.0205,-93.218,66.92,67,0,4.83,US,2022-05-19 00:58:27
304,Mamboma,8.0833,-11.6833,74.17,99,100,0.18,SL,2022-05-19 00:58:27
305,Khilok,51.3674,110.4676,67.89,33,19,6.42,RU,2022-05-19 00:58:28
306,Margate,51.3813,1.3862,60.69,86,100,4.0,GB,2022-05-19 00:58:28
307,Sitka,57.0531,-135.33,54.7,58,100,3.47,US,2022-05-19 00:58:29
308,Dwarka,22.2394,68.9678,81.25,78,0,15.05,IN,2022-05-19 00:58:29
309,Tabuk,17.4189,121.4443,75.67,87,100,2.82,PH,2022-05-19 00:58:30
310,Jaciara,-15.9653,-54.9683,49.73,52,13,4.47,BR,2022-05-19 00:58:30
311,Pochutla,15.7432,-96.4661,84.81,58,100,7.14,MX,2022-05-19 00:58:31
312,Dunedin,-45.8742,170.5036,58.75,61,19,5.93,NZ,2022-05-19 00:58:31
313,Podor,16.6527,-14.9587,89.55,29,0,4.61,MR,2022-05-19 00:58:31
314,Payson,40.0444,-111.7321,77.59,28,99,1.01,US,2022-05-19 00:58:32
315,Toropets,56.4978,31.6353,38.82,84,18,7.43,RU,2022-05-19 00:58:32
316,Russell,32.3502,-85.1999,80.11,61,2,4.74,US,2022-05-19 00:59:33
317,Itarema,-2.9248,-39.9167,78.8,89,100,7.96,BR,2022-05-19 00:59:33
318,Mackenzie,55.2999,-123.1698,52.02,30,75,13.8,CA,2022-05-19 00:59:33
319,Derbent,42.0678,48.2899,58.03,76,0,3.15,RU,2022-05-19 00:59:34
320,Samfya,-11.3649,29.5565,58.44,83,55,6.2,ZM,2022-05-19 00:59:34
321,Creston,41.0586,-94.3614,76.96,50,0,5.75,US,2022-05-19 00:59:35
322,Gravdal,68.1214,13.5031,40.1,78,8,7.23,NO,2022-05-19 00:59:35
323,Leeuwarden,53.2014,5.8086,59.97,94,100,5.75,NL,2022-05-19 00:59:36
324,Rock Sound,24.9,-76.2,79.9,77,7,7.36,BS,2022-05-19 00:59:36
325,Westport,41.1415,-73.3579,63.12,63,99,1.99,US,2022-05-19 00:59:36
326,Coihaique,-45.5752,-72.0662,32.61,100,0,0.0,CL,2022-05-19 00:59:37
327,Oranjemund,-28.55,16.4333,58.98,94,96,6.11,NA,2022-05-19 00:55:14
328,Aquiraz,-3.9014,-38.3911,78.89,86,51,4.34,BR,2022-05-19 00:59:38
329,Ojos De Agua,14.7,-88.8167,83.53,57,75,6.91,HN,2022-05-19 00:59:38
330,Ulaangom,49.9811,92.0667,69.57,25,0,2.39,MN,2022-05-19 00:59:39
331,Puerto Narino,-3.7703,-70.3831,67.53,98,100,2.19,CO,2022-05-19 00:59:39
332,Sturgis,41.7992,-85.4192,60.46,90,100,4.61,US,2022-05-19 00:59:39
333,Champerico,14.3,-91.9167,82.94,71,25,6.35,GT,2022-05-19 00:59:40
334,Cabano,10.5869,122.7002,83.86,73,85,6.44,PH,2022-05-19 00:59:40
335,Salalah,17.0151,54.0924,78.4,79,6,1.83,OM,2022-05-19 00:59:41
336,Zhaotong,27.3167,103.7167,48.33,94,100,3.6,CN,2022-05-19 00:59:41
337,Kaduqli,11.0167,29.7167,86.4,40,92,1.95,SD,2022-05-19 00:59:42
338,Vestmannaeyjar,63.4427,-20.2734,47.25,85,91,17.18,IS,2022-05-19 00:59:42
339,Adrar,20.5022,-10.0711,80.8,13,4,9.75,MR,2022-05-19 00:59:42
340,Ewo,-0.8725,14.8206,73.51,91,96,1.54,CG,2022-05-19 00:59:43
341,Port-Gentil,-0.7193,8.7815,79.7,81,100,17.94,GA,2022-05-19 00:59:43
342,Vigrestad,58.5667,5.7,49.96,92,100,5.01,NO,2022-05-19 00:59:44
343,Port Hedland,-20.3167,118.5667,75.25,78,0,11.5,AU,2022-05-19 00:59:44
344,Port Lincoln,-34.7333,135.8667,60.22,59,0,15.73,AU,2022-05-19 00:59:45
345,Myitkyina,25.3833,97.4,73.0,93,64,3.27,MM,2022-05-19 00:59:45
346,Baley,51.6,116.6333,65.01,28,73,8.28,RU,2022-05-19 00:59:46
347,Natal,-5.795,-35.2094,79.02,94,20,3.44,BR,2022-05-19 00:59:46
348,Kununurra,-15.7667,128.7333,85.98,35,0,6.91,AU,2022-05-19 00:59:47
349,Richards Bay,-28.783,32.0377,66.67,83,5,12.17,ZA,2022-05-19 00:59:52
350,Cabedelo,-6.9811,-34.8339,77.67,81,17,6.33,BR,2022-05-19 00:56:21
351,Tripoli,32.8752,13.1875,69.24,60,0,7.27,LY,2022-05-19 00:59:53
352,Marzuq,14.4,46.4667,71.11,25,95,1.83,YE,2022-05-19 00:59:53
353,Zyryanka,65.75,150.85,45.95,56,30,1.07,RU,2022-05-19 00:59:54
354,Mosquera,4.7059,-74.2302,57.29,82,75,2.3,CO,2022-05-19 00:59:54
355,Gaoua,10.2992,-3.2508,77.18,71,74,4.03,BF,2022-05-19 00:59:55
356,Turayf,31.6725,38.6637,64.65,39,0,6.91,SA,2022-05-19 00:59:55
357,Buala,-8.145,159.5921,85.68,67,22,1.7,SB,2022-05-19 00:59:56
358,Phitsanulok,16.9167,100.5,75.31,91,100,4.43,TH,2022-05-19 00:59:56
359,Sambava,-14.2667,50.1667,71.8,78,99,11.52,MG,2022-05-19 01:00:57
360,Portales,34.1862,-103.3344,92.73,11,5,10.89,US,2022-05-19 01:00:57
361,Hirara,24.8,125.2833,76.3,80,100,17.54,JP,2022-05-19 01:00:57
362,Vardo,70.3705,31.1107,33.78,75,100,21.85,NO,2022-05-19 01:00:58
363,Ballina,-28.8667,153.5667,66.78,71,100,10.58,AU,2022-05-19 01:00:58
364,Mindelo,16.8901,-24.9804,72.88,74,97,19.44,CV,2022-05-19 01:01:01
365,Tambacounda,13.7539,-13.7586,90.19,24,0,7.34,SN,2022-05-19 01:01:02
366,Batagay,67.6333,134.6333,43.21,58,47,4.76,RU,2022-05-19 01:01:02
367,Ahipara,-35.1667,173.1667,65.88,94,100,16.44,NZ,2022-05-19 01:01:03
368,Puerto Carreno,6.189,-67.4859,75.0,91,100,8.1,CO,2022-05-19 01:01:03
369,Chara,56.9064,118.2631,46.0,85,100,2.84,RU,2022-05-19 01:01:04
370,Gorontalo,0.5412,123.0595,86.04,68,89,1.66,ID,2022-05-19 01:01:04
371,Kaeo,-35.1,173.7833,67.32,96,100,14.54,NZ,2022-05-19 01:01:05
372,Saint-Augustin,51.226,-58.6502,39.97,99,100,2.17,CA,2022-05-19 01:01:05
373,Cockburn Town,21.4612,-71.1419,79.88,87,77,13.76,TC,2022-05-19 01:01:06
374,Belaya Gora,68.5333,146.4167,33.98,100,100,8.93,RU,2022-05-19 01:01:06
375,Seoul,37.5683,126.9778,70.99,42,0,10.36,KR,2022-05-19 00:57:45
376,Lasa,46.6166,10.7002,62.37,97,74,2.68,IT,2022-05-19 01:01:07
377,Juneau,58.3019,-134.4197,54.1,100,100,5.17,US,2022-05-19 01:00:53
378,Vostok,46.4856,135.8833,62.42,29,41,7.83,RU,2022-05-19 01:01:07
379,Srednekolymsk,67.45,153.6833,48.34,51,36,7.85,RU,2022-05-19 01:01:08
380,Viedma,-40.8135,-62.9967,44.44,61,95,10.98,AR,2022-05-19 01:01:08
381,Yar-Sale,66.8333,70.8333,33.12,77,73,16.62,RU,2022-05-19 01:01:08
382,Ustye,59.6304,39.736,31.12,98,95,5.35,RU,2022-05-19 01:01:09
383,Ostrovnoy,68.0531,39.5131,32.72,84,100,9.06,RU,2022-05-19 01:01:10
384,Buraydah,26.326,43.975,83.05,16,0,4.07,SA,2022-05-19 01:01:10
385,Lundamo,63.1333,10.3,48.87,88,100,2.21,NO,2022-05-19 01:01:11
386,Chicama,-7.8447,-79.1469,68.11,78,100,5.95,PE,2022-05-19 01:01:11
387,Sao Sepe,-30.1606,-53.5653,50.59,89,63,5.84,BR,2022-05-19 01:01:11
388,Ternate,0.8,127.4,82.49,78,98,1.03,ID,2022-05-19 01:01:12
389,Axim,4.8699,-2.2405,79.38,85,18,6.69,GH,2022-05-19 01:01:12
390,Pergamino,-33.89,-60.5736,42.19,62,0,4.45,AR,2022-05-19 01:01:13
391,Arroyo,41.6096,-4.7969,63.14,72,0,4.61,ES,2022-05-19 00:56:23
392,Bosaso,11.2842,49.1816,85.26,43,15,6.04,SO,2022-05-19 01:01:13
393,Tucumcari,35.1717,-103.725,91.24,16,0,11.5,US,2022-05-19 01:01:14
394,Sambalpur,21.45,83.9667,84.02,55,100,5.97,IN,2022-05-19 01:01:14
395,Unai,-16.3575,-46.9061,51.4,51,96,3.96,BR,2022-05-19 01:01:15
396,Karasjok,69.4719,25.5112,23.02,95,15,4.38,NO,2022-05-19 01:01:15
397,Palanga,55.9175,21.0686,35.62,93,0,2.3,LT,2022-05-19 01:01:16
398,Kyabe,9.4515,18.9449,79.63,72,100,3.8,TD,2022-05-19 01:01:16
399,Picota,-6.9197,-76.3304,67.12,93,100,0.98,PE,2022-05-19 01:01:17
400,Rio Bananal,-19.265,-40.3333,64.06,28,8,5.55,BR,2022-05-19 01:01:17
401,Porto Velho,-8.7619,-63.9039,69.85,60,0,4.61,BR,2022-05-19 00:59:44
402,Lazaro Cardenas,17.9583,-102.2,81.37,53,20,9.35,MX,2022-05-19 01:01:18
403,Biloela,-24.4167,150.5,72.57,49,94,12.46,AU,2022-05-19 01:00:12
404,Ola,59.5833,151.2833,46.15,82,100,22.15,RU,2022-05-19 01:02:18
405,Mushie,-3.0167,16.9,72.77,96,100,2.75,CD,2022-05-19 01:02:19
406,Manicore,-5.8092,-61.3003,69.24,77,100,2.73,BR,2022-05-19 01:02:19
407,Amethi,26.15,81.8167,90.9,18,37,7.27,IN,2022-05-19 01:02:19
408,Inhambane,-23.865,35.3833,69.06,84,10,3.18,MZ,2022-05-19 01:02:20
409,Bud,39.447,-86.1758,64.85,97,100,5.26,US,2022-05-19 01:02:20
410,Alta Floresta,-9.8756,-56.0861,63.18,55,90,4.74,BR,2022-05-19 01:00:15
411,Acapulco,16.8634,-99.8901,82.85,58,2,9.73,MX,2022-05-19 01:00:04
412,Sao Felix Do Xingu,-6.6447,-51.995,74.5,86,100,1.61,BR,2022-05-19 01:00:39
413,Mandalgovi,45.7625,106.2708,62.89,29,88,11.59,MN,2022-05-19 01:01:53
414,Mezhdurechensk,53.6942,88.0603,68.41,52,99,2.66,RU,2022-05-19 01:02:22
415,Aykhal,66.0,111.5,38.77,98,100,2.84,RU,2022-05-19 01:02:22
416,Uglegorsk,49.0833,142.0333,47.37,74,100,7.58,RU,2022-05-19 01:02:22
417,Killarney,52.05,-9.5167,44.78,95,3,6.24,IE,2022-05-19 01:02:23
418,Kushiro,42.975,144.3747,52.54,79,43,7.61,JP,2022-05-19 01:02:23
419,Clovis,36.8252,-119.7029,94.6,27,5,3.0,US,2022-05-19 00:59:03
420,Sassandra,4.95,-6.0833,76.8,92,95,6.17,CI,2022-05-19 01:02:24
421,Great Yarmouth,52.6083,1.7305,59.45,94,100,3.36,GB,2022-05-19 01:02:25
422,Dudinka,69.4058,86.1778,31.62,82,100,8.7,RU,2022-05-19 01:02:25
423,Tigzirt,36.8886,4.1198,67.69,56,14,8.77,DZ,2022-05-19 01:02:26
424,Brae,60.3964,-1.353,50.5,84,100,18.16,GB,2022-05-19 01:02:26
425,Iranshahr,27.2025,60.6848,84.22,15,0,2.21,IR,2022-05-19 01:02:26
426,Gazojak,41.1875,61.4036,68.31,30,59,14.18,TM,2022-05-19 01:02:27
427,Deputatskiy,69.3,139.9,27.55,93,100,3.62,RU,2022-05-19 01:02:27
428,Kruisfontein,-34.0033,24.7314,59.88,79,100,6.91,ZA,2022-05-19 01:02:30
429,Puerto Madryn,-42.7692,-65.0385,53.11,35,100,22.62,AR,2022-05-19 01:02:30
430,Kreminna,49.0495,38.2179,46.69,86,100,10.25,UA,2022-05-19 01:02:30
431,Qostanay,53.1667,63.5833,44.89,87,96,13.42,KZ,2022-05-19 01:00:53
432,Helong,42.5397,128.9972,71.38,33,15,3.96,CN,2022-05-19 01:02:31
433,Ishigaki,24.3448,124.1572,75.63,93,100,17.25,JP,2022-05-19 01:02:31
434,Les Escoumins,48.1111,-69.0236,37.17,73,6,3.71,CA,2022-05-19 01:02:32
435,Berlevag,70.8578,29.0864,33.75,75,100,18.41,NO,2022-05-19 01:02:32
436,Nha Trang,12.25,109.1833,84.2,81,54,3.11,VN,2022-05-19 01:02:33
437,Gbarnga,6.9956,-9.4722,72.39,99,100,3.53,LR,2022-05-19 01:02:33
438,Ilulissat,69.2167,-51.1,30.22,86,6,0.0,GL,2022-05-19 01:02:33
439,Pangnirtung,66.1451,-65.7125,27.14,83,100,4.47,CA,2022-05-19 01:02:34
440,Mahibadhoo,3.7833,72.9667,82.99,78,100,18.88,MV,2022-05-19 01:02:01
441,Sept-Iles,50.2001,-66.3821,41.05,62,2,8.99,CA,2022-05-19 01:02:35
442,Chapais,49.7834,-74.8492,40.12,82,64,3.4,CA,2022-05-19 01:02:35
443,Guatire,10.4762,-66.5427,73.15,93,99,3.44,VE,2022-05-19 01:02:35
444,Niamey,13.5137,2.1098,90.84,26,0,7.94,NE,2022-05-19 01:01:01
445,Zlocieniec,53.5329,16.0113,51.89,43,100,7.4,PL,2022-05-19 01:01:02
446,Nizwa,22.9333,57.5333,81.16,23,0,1.3,OM,2022-05-19 01:02:36
447,Sitrah,26.1547,50.6206,84.2,52,0,11.5,BH,2022-05-19 01:02:37
448,Ziro,27.6333,93.8333,54.99,99,100,1.07,IN,2022-05-19 01:02:38
449,Vysokogornyy,50.1167,139.15,43.88,88,100,9.08,RU,2022-05-19 01:03:38
450,Los Barrios,36.1848,-5.4921,66.04,77,9,8.05,ES,2022-05-19 01:03:38
451,Santa Maria Do Suacui,-18.1903,-42.4142,56.84,33,98,5.99,BR,2022-05-19 01:03:39
452,Mirnyy,62.5353,113.9611,55.24,81,61,13.0,RU,2022-05-19 01:03:39
453,Xining,36.6167,101.7667,55.24,55,100,2.44,CN,2022-05-19 01:03:40
454,Port Pirie,-33.1833,138.0167,60.4,49,100,8.03,AU,2022-05-19 01:03:40
455,Porto Novo,6.4965,2.6036,80.47,85,98,9.04,BJ,2022-05-19 01:03:40
456,Jiangkou,25.4872,119.1986,69.75,75,100,9.62,CN,2022-05-19 01:03:41
457,Venray,51.5167,5.9667,67.89,87,100,4.61,NL,2022-05-19 01:03:41
458,Huilong,31.8111,121.655,67.93,64,100,9.82,CN,2022-05-19 01:03:42
459,Laguna,38.421,-121.4238,99.05,15,0,18.41,US,2022-05-19 01:03:42
460,Havoysund,70.9963,24.6622,35.83,78,100,8.9,NO,2022-05-19 01:03:42
461,Asyut,27.181,31.1837,76.14,27,14,7.72,EG,2022-05-19 01:03:43
462,Kremenchuk,49.0973,33.4197,43.97,93,13,12.26,UA,2022-05-19 01:03:43
463,Dalvik,65.9702,-18.5286,42.39,97,100,1.92,IS,2022-05-19 01:03:44
464,Campamento,14.55,-86.65,78.62,56,86,5.59,HN,2022-05-19 01:03:44
465,Pauini,-7.7136,-66.9764,67.82,77,100,2.53,BR,2022-05-19 01:03:45
466,Yambio,4.5721,28.3955,67.41,96,100,4.16,SS,2022-05-19 01:03:45
467,Saskylakh,71.9167,114.0833,22.82,92,14,10.6,RU,2022-05-19 01:03:45
468,Ambon,-3.6954,128.1814,86.14,70,40,2.3,ID,2022-05-19 01:03:46
469,Mocuba,-16.8392,36.9856,63.81,97,0,1.74,MZ,2022-05-19 01:03:46
470,Elk River,45.3038,-93.5672,68.49,68,1,5.01,US,2022-05-19 01:00:57
471,La Union,-5.4,-80.75,72.64,62,52,15.48,PE,2022-05-19 01:03:47
472,Otuzco,-7.9,-78.5833,49.51,89,100,0.92,PE,2022-05-19 01:03:47
473,Komsomolskiy,40.4272,71.7189,61.52,82,99,9.22,UZ,2022-05-19 01:03:48
474,Paamiut,61.994,-49.6678,34.65,80,5,2.75,GL,2022-05-19 01:03:48
475,Nyurba,63.2842,118.3319,50.04,62,100,10.36,RU,2022-05-19 01:03:48
476,Virginia Beach,36.8529,-75.978,68.02,73,100,1.99,US,2022-05-19 01:00:04
477,Zhumadian,32.9794,114.0294,63.93,69,100,6.46,CN,2022-05-19 01:00:27
478,Shenjiamen,29.9576,122.298,66.07,79,100,9.08,CN,2022-05-19 01:03:49
479,Ciudad Bolivar,8.1222,-63.5497,84.07,55,100,10.67,VE,2022-05-19 01:03:50
480,Kemijarvi,66.7131,27.4306,30.13,90,10,4.85,FI,2022-05-19 01:03:50
481,Dovers,12.8833,-61.1833,81.03,74,99,16.28,VC,2022-05-19 01:03:50
482,Alice Springs,-23.7,133.8833,69.22,32,75,10.36,AU,2022-05-19 01:03:51
483,Hasaki,35.7333,140.8333,75.29,55,0,6.26,JP,2022-05-19 01:03:51
484,Fare,-16.7,-151.0167,80.55,74,99,9.55,PF,2022-05-19 01:03:52
485,Chippewa Falls,44.9369,-91.3929,68.18,60,0,9.22,US,2022-05-19 01:03:52
486,Marsa Matruh,31.3525,27.2453,71.92,41,5,7.87,EG,2022-05-19 01:03:52
487,Shanghai,31.2222,121.4581,69.66,69,0,13.42,CN,2022-05-19 00:58:54
488,Kutum,14.2,24.6667,76.64,16,100,5.53,SD,2022-05-19 01:01:38
489,Gidam,18.9833,81.4,77.16,82,100,1.03,IN,2022-05-19 01:03:53
490,Ouesso,1.6136,16.0517,71.74,97,100,1.88,CG,2022-05-19 01:03:54
491,Cascais,38.6979,-9.4215,62.94,62,96,11.99,PT,2022-05-19 01:03:54
492,Zabaykalsk,49.6333,117.3167,67.5,27,32,10.16,RU,2022-05-19 01:03:54
493,Naze,28.3667,129.4833,69.73,74,100,13.76,JP,2022-05-19 01:03:55
494,Meulaboh,4.1363,96.1285,78.87,81,100,2.82,ID,2022-05-19 01:03:55
495,Geilo,60.5333,8.2076,38.7,83,99,4.45,NO,2022-05-19 01:03:56
496,Pundaguitan,6.3711,126.1689,82.67,77,85,9.82,PH,2022-05-19 01:03:56
497,Saint-Joseph,-21.3667,55.6167,66.58,74,16,10.67,RE,2022-05-19 01:03:56
498,La Malbaie,47.6575,-70.1559,43.23,75,6,6.22,CA,2022-05-19 01:03:57
499,Rauseni,47.5667,27.2,47.25,80,4,7.45,RO,2022-05-19 01:04:57
500,Arman,59.7,150.1667,46.02,67,100,15.68,RU,2022-05-19 01:04:58
501,Uyuni,-20.4597,-66.825,43.02,20,41,10.65,BO,2022-05-19 01:04:58
502,Matagami,49.7502,-77.6328,46.47,59,42,4.05,CA,2022-05-19 01:04:59
503,Mayya,61.7333,130.2811,52.92,56,55,2.89,RU,2022-05-19 01:04:59
504,Gold Coast,-28.0,153.4333,74.25,82,100,10.36,AU,2022-05-19 01:01:00
505,Hofn,64.2539,-15.2082,45.82,92,63,4.74,IS,2022-05-19 01:00:27
506,Skibbereen,51.55,-9.2667,53.11,83,0,13.44,IE,2022-05-19 01:05:00
507,Chinhoyi,-17.3667,30.2,54.82,75,5,3.2,ZW,2022-05-19 01:05:00
508,Roald,62.5833,6.1333,52.32,87,51,3.44,NO,2022-05-19 01:01:17
509,Sioux Lookout,50.1001,-91.917,42.91,98,100,5.68,CA,2022-05-19 01:00:09
510,Luocheng,29.3848,104.0286,59.02,96,100,1.23,CN,2022-05-19 01:05:01
511,Portland,45.5234,-122.6762,61.63,56,20,10.36,US,2022-05-19 01:03:02
512,Parys,48.8534,2.3488,74.14,81,0,3.44,FR,2022-05-19 01:00:08
513,Pacific Grove,36.6177,-121.9166,74.88,66,0,10.0,US,2022-05-19 01:05:02
514,Havelock,34.8791,-76.9013,72.97,82,87,1.01,US,2022-05-19 01:00:04
515,Raudeberg,61.9875,5.1352,51.87,78,92,9.46,NO,2022-05-19 01:05:03
516,Gunjur,13.2019,-16.7339,77.07,94,6,6.91,GM,2022-05-19 01:05:04
517,Makakilo City,21.3469,-158.0858,79.12,78,100,13.8,US,2022-05-19 01:05:04
518,Lorengau,-2.0226,147.2712,86.25,66,13,7.31,PG,2022-05-19 01:01:18
519,Xuddur,4.1213,43.8894,70.99,80,48,15.97,SO,2022-05-19 01:05:05
520,Porto Seguro,-16.4497,-39.0647,72.12,100,75,3.44,BR,2022-05-19 01:05:05
521,Coquimbo,-29.9533,-71.3436,57.6,75,100,1.79,CL,2022-05-19 01:02:12
522,Akyab,20.15,92.9,84.0,79,12,4.18,MM,2022-05-19 01:05:06
523,Waipawa,-41.4122,175.5153,62.47,67,2,22.41,NZ,2022-05-19 01:05:06
